[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0, -2, 4, 5, 3, 12, 9, 8, 8, -3, 5, 9, 3, -10, 6, 11, -11, -5, -2, -16, -26]
[0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 5, 8, 2, 2, 6, 1, 4, 2, 11, -6, 0, 3, -7, 1, -11, -8, -12, -23]
[0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 8, 0, 2, 1, 12, 3, 0, 0, 1, -6, 2, -2, 3, -7, -2, -6, -7, -18]
[0, 0, 0, 0, 0, 0, 0, 0, 11, 0, -1, 7, 7, -9, -3, -1, 4, -9, -11, 1, -9, -7, -3, -13, -7, -8, -9, -4]
[0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 0, -3, -11, -11, 6, 2, -3, 8, 9, 5, -6, 2, -2, -15, -8, -8, -1, -3]
[0, 0, 0, 0, 0, 0, 0, 1, 8, 6, 0, 2, -12, -9, -1, -2, 1, -20, -18, 0, -2, 5, -3, 6, 2, -5, 6, -8]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 13, 7, 4, -3, 9, 3, 1, -4, 1, -1, -4, 12, -5, 0, 2, 10, 3, -15]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 6, -2, -3, -8, -7, -16, -7, -9, -13, 1, 1, -7, -2, -8, 15, 1, -2, 8, -12]
[0, 0, 0, 0, 0, 0, 0, 0, -2, -3, -3, -5, -11, -6, -6, -14, -17, -18, -15, -1, -10, -16, 4, 0, 5, -6, 4, -8]
[0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -12, -9, -19, -9, -11, -12, -10, -8, -8, -6, -11, -14, -9, 1, 0, 1, -2, -9]
[0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -23, -2, -12, -7, -19, -20, -15, -17, -13, -6, 0, -2, -12, -8, -7, -8, -7, -19]
[0, 0, 0, 0, 0, 0, 0, 0, -16, -7, -11, -2, -6, -2, -8, -1, 2, -6, -14, 3, 3, -6, -7, -5, -5, -19, -24, -25]
[0, 0, 0, 0, 0, 0, 0, 0, -13, -4, -11, 5, 9, 6, -4, 12, 0, -6, -2, 6, -3, 4, -2, -21, -18, -26, -31, -27]
[0, 0, 0, 0, 0, 0, 0, 0, -11, -4, -3, 4, 3, 4, 20, 19, 9, 8, 14, -3, -5, -16, -30, -17, -29, -30, -31, -4]
[0, 0, 0, 0, 0, 0, 0, 0, -2, 3, -3, 6, 7, 11, 16, 17, 7, 11, 11, 3, -7, -2, -17, -7, -15, -4, -11, 10]
[0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 11, 15, 12, 7, 15, 8, 21, 14, 21, 18, 14, 16, 17, 7, -9, 2, 15, 26]
[0, 0, 0, 0, 0, 0, 0, 0, 14, 14, 10, 15, 2, 16, 10, 15, 14, 12, 9, 7, 15, 20, 25, 35, 22, 16, 10, 9]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 17, 13, 7, 9, 15, 5, 4, -2, 2, 14, 32, 44, 45, 32, 39, 28, 22, 16]
[0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 22, 26, 12, 13, 11, 29, 11, 3, 5, 9, 9, 14, 19, 12, 14, 37, 37, 38]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 20, 12, 19, 14, 8, 9, 11, 2, 12, -22, -20, -15, -17, -16, 2, 9, 21, 22]
